,cik,company_name,form_type,filing_date,accession,ticker
53394,20520,FRONTIER COMMUNICATIONS CORP,10-K,2020-03-31,0001140361-20-007583,fybr
53395,205402,GRAYBAR ELECTRIC CO INC,10-K,2020-03-12,0000205402-20-000005,
53396,205402,GRAYBAR ELECTRIC CO INC,10-K,2020-03-20,0000205402-20-000008,
53398,20639,AMBASE CORP,10-K,2020-03-25,0001140361-20-006793,abcp
53399,20947,CLEVELAND ELECTRIC ILLUMINATING CO,10-K,2020-03-26,0001578443-20-000007,
53400,2098,ACME UNITED CORP,10-K,2020-03-13,0001564590-20-010850,acu
53402,21175,CNA FINANCIAL CORP,10-K,2020-02-11,0000021175-20-000017,cna
53403,21344,COCA COLA CO,10-K,2020-02-24,0000021344-20-000006,ko
53405,21535,COHU INC,10-K,2020-03-10,0001437749-20-004691,cohu
53406,215466,"Coeur Mining, Inc.",10-K,2020-02-19,0000215466-20-000032,cde
53407,216085,HAVERTY FURNITURE COMPANIES INC,10-K,2020-03-05,0000216085-20-000011,hvt-a
53408,216228,ITT Inc.,10-K,2020-02-21,0000216228-20-000005,itt
53409,21665,COLGATE PALMOLIVE CO,10-K,2020-02-21,0000021665-20-000004,cl
53411,217346,TEXTRON INC,10-K,2020-02-25,0001104659-20-024773,txt
53412,2178,"ADAMS RESOURCES & ENERGY, INC.",10-K,2020-03-06,0000002178-20-000013,ae
53413,2186,BK Technologies Corp,10-K,2020-03-04,0001654954-20-002248,bkti
53414,22356,COMMERCE BANCSHARES INC /MO/,10-K,2020-02-25,0000022356-20-000009,cbsh
53417,225628,"PASSUR Aerospace, Inc.",10-K,2020-01-27,0001096906-20-000040,pssr
53419,225648,COVANTA HOLDING CORP,10-K,2020-02-25,0000225648-20-000007,cva
53420,22606,COMMONWEALTH EDISON Co,10-K,2020-02-11,0001109357-20-000053,
53421,22701,COMMUNICATIONS SYSTEMS INC,10-K,2020-03-17,0000897101-20-000165,jcs
53422,22767,TEXAS NEW MEXICO POWER CO,10-K,2020-03-02,0001108426-20-000014,
53423,230557,SELECTIVE INSURANCE GROUP INC,10-K,2020-02-12,0000230557-20-000005,sigip
53424,23111,COMPUTER TASK GROUP INC,10-K,2020-03-13,0001564590-20-010768,ctg
53425,23194,COMSTOCK RESOURCES INC,10-K,2020-03-02,0001564590-20-008081,crk
53429,23426,CONNECTICUT LIGHT & POWER CO,10-K,2020-02-27,0000072741-20-000008,cnltl
53430,23632,CONSOLIDATED EDISON CO OF NEW YORK INC,10-K,2020-02-20,0001047862-20-000041,
53431,23795,CONSOLIDATED TOMOKA LAND CO,10-K,2020-03-06,0001558370-20-002154,cto
53432,24090,"CITIZENS, INC.",10-K,2020-03-11,0000024090-20-000016,cia
53433,24104,CONTINENTAL MATERIALS CORP,10-K,2020-03-23,0001558370-20-003027,
53434,24491,COOPER TIRE & RUBBER CO,10-K,2020-02-24,0000024491-20-000004,ctb
53435,24545,MOLSON COORS BEVERAGE CO,10-K,2020-02-12,0000024545-20-000005,tap-a
53436,24741,CORNING INC /NY,10-K,2020-02-18,0000024741-20-000014,glw
53437,2488,ADVANCED MICRO DEVICES INC,10-K,2020-02-04,0000002488-20-000008,amd
53438,25232,COUSINS PROPERTIES INC,10-K,2020-02-05,0000025232-20-000004,cuz
53439,25445,CRANE CO /DE/,10-K,2020-02-25,0001628280-20-002133,cr
53440,25475,CRAWFORD & CO,10-K,2020-03-05,0000025475-20-000048,crd-b
53441,25598,SPRINGLEAF FINANCE CORP,10-K,2020-02-14,0001584207-20-000011,
53442,25743,"TherapeuticsMD, Inc.",10-K,2020-02-24,0001387131-20-002086,txmd
53444,26058,CTS CORP,10-K,2020-02-20,0000026058-20-000016,cts
53446,26172,CUMMINS INC,10-K,2020-02-11,0000026172-20-000009,cmi
53447,26324,CURTISS WRIGHT CORP,10-K,2020-02-27,0000026324-20-000004,cw
53448,26780,DANA INC,10-K,2020-02-14,0000026780-20-000006,dan
53450,27419,TARGET CORP,10-K,2020-03-11,0000027419-20-000008,tgt
53451,27430,DAYTON POWER & LIGHT CO,10-K,2020-02-28,0000787250-20-000005,
53452,275053,NATURES SUNSHINE PRODUCTS INC,10-K,2020-03-11,0000275053-20-000009,natr
53453,275880,PARSONS CORP,10-K,2020-03-10,0001564590-20-009791,psn
53454,276283,EVANS & SUTHERLAND COMPUTER CORP,10-K,2020-03-30,0001445866-20-000293,
53457,277135,"W.W. GRAINGER, INC.",10-K,2020-02-20,0000277135-20-000007,gww
53458,277509,FEDERAL SIGNAL CORP /DE/,10-K,2020-02-27,0000277509-20-000006,fss
53459,277638,DAVEY TREE EXPERT CO,10-K,2020-03-09,0000277638-20-000005,
53460,277948,CSX CORP,10-K,2020-02-12,0000277948-20-000008,csx
53462,278165,OMNIQ Corp.,10-K,2020-03-30,0001493152-20-005303,omqs
53464,27879,DELMARVA POWER & LIGHT CO /DE/,10-K,2020-02-11,0001109357-20-000053,
53465,27904,"DELTA AIR LINES, INC.",10-K,2020-02-13,0000027904-20-000004,dal
53466,27996,DELUXE CORP,10-K,2020-02-21,0000027996-20-000022,dlx
53467,28385,DTE Electric Co,10-K,2020-02-05,0000936340-20-000127,
53468,28412,COMERICA INC /NEW/,10-K,2020-02-11,0000028412-20-000034,cma
53469,28823,"DIEBOLD NIXDORF, Inc",10-K,2020-02-26,0000028823-20-000056,dbd
53470,28917,"DILLARD'S, INC.",10-K,2020-03-31,0000028917-20-000041,ddt
53471,29002,DIODES INC /DEL/,10-K,2020-02-12,0001564590-20-004248,diod
53472,29332,DIXIE GROUP INC,10-K,2020-03-12,0000029332-20-000012,dxyn
53473,29534,DOLLAR GENERAL CORP,10-K,2020-03-19,0001558370-20-002915,dg
53475,29669,RR Donnelley & Sons Co,10-K,2020-02-26,0001564590-20-006765,rrd
53477,29905,DOVER Corp,10-K,2020-02-14,0000029905-20-000011,dov
53478,29915,DOW CHEMICAL CO /DE/,10-K,2020-02-07,0001751788-20-000007,
53479,29989,OMNICOM GROUP INC.,10-K,2020-02-11,0000029989-20-000005,omc
53480,30305,DUCOMMUN INC /DE/,10-K,2020-02-20,0001628280-20-001898,dco
53481,30371,"Duke Energy Carolinas, LLC",10-K,2020-02-20,0001326160-20-000034,
53482,30554,DUPONT E I DE NEMOURS & CO,10-K,2020-02-14,0001755672-20-000006,cta-pb
53483,30625,FLOWSERVE CORP,10-K,2020-02-18,0000030625-20-000007,fls
53484,30697,Wendy's Co,10-K,2020-02-26,0000030697-20-000002,wen
53485,310142,SENSIENT TECHNOLOGIES CORP,10-K,2020-02-21,0001140361-20-003752,sxt
53486,310158,"Merck & Co., Inc.",10-K,2020-02-26,0000310158-20-000005,mrk
53488,310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,10-K,2020-02-13,0000310522-20-000121,fnmap
53489,310764,STRYKER CORP,10-K,2020-02-06,0000310764-20-000014,syk
53490,310826,PROTECTIVE LIFE INSURANCE CO,10-K,2020-03-25,0000310826-20-000016,
53491,31107,EASTERN CO,10-K,2020-03-05,0000031107-20-000008,eml
53492,311094,WESTAMERICA BANCORPORATION,10-K,2020-02-28,0001171843-20-001355,wabc
53493,3116,AKORN INC,10-K,2020-02-26,0001628280-20-002314,
53494,311817,HMG COURTLAND PROPERTIES INC,10-K,2020-03-18,0001575872-20-000062,hmg
53495,31235,EASTMAN KODAK CO,10-K,2020-03-17,0001564590-20-011408,kodk
53497,313151,SADDLEBROOK RESORTS INC,10-K,2020-03-30,0001193125-20-090918,saddp
53498,313364,MESA ROYALTY TRUST/TX,10-K,2020-03-30,0001047469-20-001921,mtr
53499,313616,DANAHER CORP /DE/,10-K,2020-02-21,0000313616-20-000041,dhr-pb
53500,313927,CHURCH & DWIGHT CO INC /DE/,10-K,2020-02-18,0001564590-20-004956,chd
53501,314203,McEwen Mining Inc.,10-K,2020-03-16,0001558370-20-002800,mqmnw
53502,314227,"TOMI Environmental Solutions, Inc.",10-K,2020-03-30,0001654954-20-003413,tomz
53503,314489,FIRST BUSEY CORP /NV/,10-K,2020-02-27,0001558370-20-001665,buse
53504,31462,ECOLAB INC.,10-K,2020-02-28,0001558370-20-001788,ecl
53506,314808,Valaris plc,10-K,2020-02-21,0000314808-20-000015,val
53509,315213,ROBERT HALF INTERNATIONAL INC.,10-K,2020-02-14,0000315213-20-000029,rhi
53510,315256,PUBLIC SERVICE CO OF NEW HAMPSHIRE,10-K,2020-02-27,0000072741-20-000008,
53511,315256,PUBLIC SERVICE CO OF NEW HAMPSHIRE,10-K,2020-03-27,0001104659-20-039587,
53512,315293,Aon plc,10-K,2020-02-14,0001628280-20-001607,aon
53513,315374,HURCO COMPANIES INC,10-K,2020-01-03,0001104659-20-000756,hurc
53515,3153,ALABAMA POWER CO,10-K,2020-02-20,0000092122-20-000017,alpvn
53516,315545,"PROVECTUS BIOPHARMACEUTICALS, INC.",10-K,2020-03-05,0001493152-20-003433,pvct
53517,315709,INTERNATIONAL BANCSHARES CORP,10-K,2020-02-27,0001558370-20-001608,iboc
53518,315849,SOUTHWEST GEORGIA FINANCIAL CORP,10-K,2020-03-30,0000315849-20-000013,sgb
53519,315852,RANGE RESOURCES CORP,10-K,2020-02-27,0001564590-20-007459,rrc
53520,315858,BBX Capital Corp,10-K,2020-03-13,0000315858-20-000029,bvhbb
53521,315958,CREDITRISKMONITOR COM INC,10-K,2020-03-18,0001140361-20-006147,crmz
53524,316709,SCHWAB CHARLES CORP,10-K,2020-02-26,0000316709-20-000012,schw-pj
53525,317187,PPL ELECTRIC UTILITIES CORP,10-K,2020-02-14,0000922224-20-000005,
53526,317340,MIKROS SYSTEMS CORP,10-K,2020-03-30,0001437749-20-006476,
53527,317540,"Coca-Cola Consolidated, Inc.",10-K,2020-02-25,0001564590-20-006432,coke
53529,31791,PERKINELMER INC,10-K,2020-02-25,0000031791-20-000003,pki
53530,318154,AMGEN INC,10-K,2020-02-12,0000318154-20-000017,amgn
53531,318300,PEOPLES BANCORP INC,10-K,2020-03-03,0000318300-20-000106,pebo
53532,318306,ABEONA THERAPEUTICS INC.,10-K,2020-03-16,0001493152-20-004015,abeo
53533,318673,SECURITY NATIONAL FINANCIAL CORP,10-K,2020-03-30,0001096906-20-000127,snfca
53534,318833,TEAM INC,10-K,2020-03-16,0000318833-20-000008,tisi
53535,318996,KEY ENERGY SERVICES INC,10-K,2020-03-13,0000318996-20-000007,kysrw
53536,319016,"Fuse Medical, Inc.",10-K,2020-03-30,0001564590-20-014068,fzmd
53538,319458,Enservco Corp,10-K,2020-03-20,0001437749-20-005775,ensv
53539,319654,PERMIAN BASIN ROYALTY TRUST,10-K,2020-03-16,0001193125-20-074441,pbt
53540,319655,SAN JUAN BASIN ROYALTY TRUST,10-K,2020-03-16,0001193125-20-074869,sjt
53541,319687,"UNITED AIRLINES, INC.",10-K,2020-02-25,0000100517-20-000010,
53542,31978,EL PASO ELECTRIC CO /TX/,10-K,2020-02-27,0000031978-20-000006,
53543,3197,CECO ENVIRONMENTAL CORP,10-K,2020-03-04,0001564590-20-008551,cece
53544,320017,"CALADRIUS BIOSCIENCES, INC.",10-K,2020-03-05,0000320017-20-000016,clbs
53547,320335,GLOBE LIFE INC.,10-K,2020-02-27,0000320335-20-000008,gl-pd
53548,320340,INTELLIGENT SYSTEMS CORP,10-K,2020-03-16,0001437749-20-005308,ins
53549,320575,PIONEER ENERGY SERVICES CORP,10-K,2020-03-06,0000320575-20-000003,
53553,33185,EQUIFAX INC,10-K,2020-02-20,0000033185-20-000011,efx
53554,33213,EQT Corp,10-K,2020-02-27,0000033213-20-000008,eqt
53555,33488,ESCALADE INC,10-K,2020-02-21,0001104659-20-023597,esca
53557,33992,"KINGSTONE COMPANIES, INC.",10-K,2020-03-16,0001654954-20-002719,kins
53558,34067,DMC Global Inc.,10-K,2020-02-24,0000034067-20-000009,boom
53559,34088,EXXON MOBIL CORP,10-K,2020-02-26,0000034088-20-000016,xom
53560,3453,"Matson, Inc.",10-K,2020-02-28,0001558370-20-001757,matx
53562,34782,1ST SOURCE CORP,10-K,2020-02-20,0000034782-20-000035,srce
53563,34903,FEDERAL REALTY INVESTMENT TRUST,10-K,2020-02-10,0000034903-20-000008,frt-pc
53564,34956,"TENAX THERAPEUTICS, INC.",10-K,2020-03-30,0001654954-20-003498,tenx
53565,3499,ALEXANDERS INC,10-K,2020-02-18,0000003499-20-000005,alx
53566,350698,"AUTONATION, INC.",10-K,2020-02-18,0000350698-20-000042,an
53567,350737,OCEAN BIO CHEM INC,10-K,2020-03-30,0001213900-20-007739,obci
53569,350852,COMMUNITY TRUST BANCORP INC /KY/,10-K,2020-02-28,0001140361-20-004386,ctbi
53571,350894,SEI INVESTMENTS CO,10-K,2020-02-24,0000350894-20-000012,seic
53572,351569,Ameris Bancorp,10-K,2020-03-09,0000351569-20-000019,abcb
53573,351789,ELECTRO SENSORS INC,10-K,2020-03-25,0000897101-20-000193,else
53574,351817,"SILVERBOW RESOURCES, INC.",10-K,2020-03-05,0000351817-20-000004,sbow
53575,351834,SunOpta Inc.,10-K,2020-02-27,0001062993-20-001183,stkl
53576,351998,DATA I/O CORP,10-K,2020-03-27,0001654954-20-003376,daio
53577,352049,TOLEDO EDISON CO,10-K,2020-03-26,0001578443-20-000007,
53578,35214,FERRO CORP,10-K,2020-03-02,0000035214-20-000009,foe
53579,352541,ALLIANT ENERGY CORP,10-K,2020-02-21,0000352541-20-000021,lnt
53580,352736,ALLSTATE LIFE INSURANCE CO,10-K,2020-02-28,0000352736-20-000002,
53581,352825,FOSTER L B CO,10-K,2020-02-27,0000352825-20-000008,fstr
53582,352915,UNIVERSAL HEALTH SERVICES INC,10-K,2020-02-26,0001564590-20-006793,uhid
53583,352955,"CKX LANDS, INC.",10-K,2020-03-16,0001437749-20-005195,ckx
53585,353020,Aegion Corp,10-K,2020-03-02,0001437749-20-004092,aegn
53587,353569,QUIDEL CORP /DE/,10-K,2020-02-13,0000353569-20-000018,qdel
53588,354190,ARTHUR J. GALLAGHER & CO.,10-K,2020-02-07,0001193125-20-028191,ajg
53590,354647,CVB FINANCIAL CORP,10-K,2020-03-02,0001193125-20-059185,cvbf
53591,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,10-K,2020-02-28,0000354707-20-000045,he
53592,354908,FLIR SYSTEMS INC,10-K,2020-02-27,0000354908-20-000010,flir
53593,354950,"HOME DEPOT, INC.",10-K,2020-03-25,0000354950-20-000015,hd
53594,354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,10-K,2020-02-26,0001628280-20-002311,shen
53596,35527,FIFTH THIRD BANCORP,10-K,2020-03-02,0001193125-20-057751,fitbp
53597,355379,MIDWEST HOLDING INC.,10-K,2020-03-13,0001558370-20-002592,mdwt
53598,355573,REAL ESTATE ASSOCIATES LTD IV,10-K,2020-03-12,0001376474-20-000061,
53599,355811,GENTEX CORP,10-K,2020-02-26,0000355811-20-000007,gntx
53602,356171,TRICO BANCSHARES /,10-K,2020-03-02,0000356171-20-000021,tcbk
53604,3570,"Cheniere Energy, Inc.",10-K,2020-02-25,0000003570-20-000043,lng
53605,357173,OLD SECOND BANCORP INC,10-K,2020-03-06,0000357173-20-000013,osbc
53607,357301,TRUSTCO BANK CORP N Y,10-K,2020-02-28,0001140361-20-004402,trst
53608,36029,FIRST FINANCIAL BANKSHARES INC,10-K,2020-02-14,0001193125-20-037760,ffin
53609,36047,"CORELOGIC, INC.",10-K,2020-02-27,0000036047-20-000015,clgx
53610,36104,US BANCORP \DE\,10-K,2020-02-20,0001193125-20-043622,usb-pr
53611,36146,TRUSTMARK CORP,10-K,2020-02-20,0001564590-20-005569,trmk
53612,36270,M&T BANK CORP,10-K,2020-02-20,0001564590-20-005365,mtb
53613,36377,"FIRST HAWAIIAN, INC.",10-K,2020-02-28,0001558370-20-001695,fhb
53614,36506,MACKINAC FINANCIAL CORP /MI/,10-K,2020-03-12,0001558370-20-002539,mfnc
53615,36840,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,10-K,2020-01-21,0001174947-20-000048,frevs
53617,36966,FIRST HORIZON NATIONAL CORP,10-K,2020-02-28,0000930413-20-000605,fhnnp
53619,37634,FLORIDA POWER & LIGHT CO,10-K,2020-02-14,0000753308-20-000021,
53620,37637,"DUKE ENERGY FLORIDA, LLC.",10-K,2020-02-20,0001326160-20-000034,
53621,37637,"DUKE ENERGY FLORIDA, LLC.",10-K,2020-03-27,0001669374-20-000008,
53622,37785,FMC CORP,10-K,2020-02-28,0000037785-20-000035,fmc
53623,37808,FNB CORP/PA/,10-K,2020-02-27,0000037808-20-000004,fnb-pe
53624,37996,FORD MOTOR CO,10-K,2020-02-05,0000037996-20-000010,f-pc
53625,38009,FORD MOTOR CREDIT CO LLC,10-K,2020-02-05,0000038009-20-000009,
53627,38723,1st FRANKLIN FINANCIAL CORP,10-K,2020-03-30,0001376474-20-000072,
53628,38725,FRANKLIN ELECTRIC CO INC,10-K,2020-02-25,0000038725-20-000053,fele
53632,39263,"CULLEN/FROST BANKERS, INC.",10-K,2020-02-04,0000039263-20-000010,cfr-pb
53633,39311,INDEPENDENT BANK CORP /MI/,10-K,2020-03-06,0001140361-20-005031,ibcp
53634,39368,FULLER H B CO,10-K,2020-01-24,0001437749-20-001155,ful
53636,39899,TEGNA INC,10-K,2020-03-02,0000039899-20-000006,tgna
53637,39911,GAP INC,10-K,2020-03-17,0000039911-20-000019,gps
53638,40211,GATX CORP,10-K,2020-02-19,0000040211-20-000017,gmta
53639,40533,GENERAL DYNAMICS CORP,10-K,2020-02-10,0000040533-20-000015,gd
53640,40545,GENERAL ELECTRIC CO,10-K,2020-02-24,0000040545-20-000009,ge
53643,40729,Ally Financial Inc.,10-K,2020-02-25,0000040729-20-000005,ally-pa
53645,40888,"AEROJET ROCKETDYNE HOLDINGS, INC.",10-K,2020-02-19,0000040888-20-000003,ajrd
53646,40987,GENUINE PARTS CO,10-K,2020-02-21,0000040987-20-000010,gpc
53647,41091,GEORGIA POWER CO,10-K,2020-02-20,0000092122-20-000017,gpja
53649,41719,GLATFELTER P H CO,10-K,2020-02-26,0001564590-20-006478,glt
53650,42316,GOLDFIELD CORP,10-K,2020-03-11,0001564590-20-010101,
53651,42582,GOODYEAR TIRE & RUBBER CO /OH/,10-K,2020-02-11,0000950123-20-001393,gt
53652,42682,GORMAN RUPP CO,10-K,2020-03-02,0001193125-20-058694,grc
53653,4281,Arconic Inc.,10-K,2020-02-27,0000004281-20-000038,hwm-p
53654,42888,GRACO INC,10-K,2020-02-18,0000042888-20-000015,ggg
53655,43196,GRAY TELEVISION INC,10-K,2020-02-27,0001437749-20-003706,gtn-a
53657,4447,HESS CORP,10-K,2020-02-20,0001564590-20-005545,hes
53659,45012,HALLIBURTON CO,10-K,2020-02-11,0000045012-20-000031,hal
53660,4515,"AMERICAN AIRLINES, INC.",10-K,2020-02-19,0000006201-20-000023,
53661,45876,HARSCO CORP,10-K,2020-02-21,0000045876-20-000026,hsc
53662,45919,HARTE HANKS INC,10-K,2020-03-19,0000045919-20-000003,hrth
53663,46080,"HASBRO, INC.",10-K,2020-02-27,0000046080-20-000028,has
53664,46129,ALLIED MOTION TECHNOLOGIES INC,10-K,2020-03-11,0001104659-20-031928,amot
53665,46195,BANK OF HAWAII CORP,10-K,2020-03-02,0000046195-20-000023,boh-pa
53666,46207,HAWAIIAN ELECTRIC CO INC,10-K,2020-02-28,0000354707-20-000045,hawem
53670,47111,HERSHEY CO,10-K,2020-02-20,0000047111-20-000007,hsy
53671,47129,HERTZ CORP,10-K,2020-02-25,0001657853-20-000007,
53673,47307,CRAWFORD UNITED Corp,10-K,2020-03-13,0001437749-20-005100,crawa
53675,48039,HollyFrontier Corp,10-K,2020-02-20,0000048039-20-000015,hfc
53676,48287,HNI CORP,10-K,2020-02-25,0000048287-20-000045,hni
53678,48732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,10-K,2020-02-27,0001130310-20-000016,
53679,48898,HUBBELL INC,10-K,2020-02-14,0001628280-20-001557,hubb
53680,4904,AMERICAN ELECTRIC POWER CO INC,10-K,2020-02-20,0000004904-20-000007,aeppz
53681,49071,HUMANA INC,10-K,2020-02-20,0000049071-20-000032,hum
53682,49196,HUNTINGTON BANCSHARES INC/MD,10-K,2020-02-14,0000049196-20-000010,hbanp
53683,49600,EASTGROUP PROPERTIES INC,10-K,2020-02-13,0000049600-20-000030,egp
53684,4962,AMERICAN EXPRESS CO,10-K,2020-02-13,0000004962-20-000030,axp
53685,49648,IDAHO POWER CO,10-K,2020-02-20,0001057877-20-000040,
53686,4969,AMERICAN EXPRESS CREDIT CORP,10-K,2020-02-27,0000004969-20-000023,
53688,49754,"Dine Brands Global, Inc.",10-K,2020-02-24,0000049754-20-000007,din
53689,4977,AFLAC INC,10-K,2020-02-21,0000004977-20-000044,afl
53690,49826,ILLINOIS TOOL WORKS INC,10-K,2020-02-14,0000049826-20-000020,itw
53691,49938,IMPERIAL OIL LTD,10-K,2020-02-26,0001193125-20-050268,imo
53692,50172,INDIANA MICHIGAN POWER CO,10-K,2020-02-20,0000004904-20-000007,
53697,50863,INTEL CORP,10-K,2020-01-24,0000050863-20-000011,intc
53699,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-K,2020-02-25,0001558370-20-001334,ibm
53700,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,10-K,2020-03-03,0000051253-20-000007,ifft
53701,51434,INTERNATIONAL PAPER CO /NEW/,10-K,2020-02-19,0000051434-20-000011,inpap
53702,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",10-K,2020-02-21,0000051644-20-000013,ipg
53703,52428,AMERIPRISE CERTIFICATE CO,10-K,2020-02-26,0000820027-20-000012,
53704,52485,INTERSTATE POWER & LIGHT CO,10-K,2020-02-21,0000352541-20-000021,ipldp
53705,5272,AMERICAN INTERNATIONAL GROUP INC,10-K,2020-02-21,0001104659-20-023889,aig-pa
53706,52795,ANIXTER INTERNATIONAL INC,10-K,2020-02-20,0000052795-20-000037,
53707,52827,RAYONIER INC,10-K,2020-02-24,0000052827-20-000011,ryn
53710,54381,KAMAN Corp,10-K,2020-02-24,0000054381-20-000008,kamn
53711,54476,"EVERGY METRO, INC.",10-K,2020-03-02,0001711269-20-000012,
53712,54480,KANSAS CITY SOUTHERN,10-K,2020-01-24,0000054480-20-000015,ksu-p
53713,54507,"EVERGY KANSAS CENTRAL, INC.",10-K,2020-03-02,0001711269-20-000012,
53714,55067,KELLOGG CO,10-K,2020-02-24,0001628280-20-002113,k
53715,55135,KELLY SERVICES INC,10-K,2020-02-13,0000055135-20-000006,kelyb
53716,5513,Unum Group,10-K,2020-02-18,0000005513-20-000027,unma
53718,55387,KENTUCKY UTILITIES CO,10-K,2020-02-14,0000922224-20-000005,
53721,55785,KIMBERLY CLARK CORP,10-K,2020-02-13,0000055785-20-000016,kmb
53722,56047,KIRBY CORP,10-K,2020-02-24,0001140361-20-003820,kex
53731,58492,LEGGETT & PLATT INC,10-K,2020-02-20,0000058492-20-000002,leg
53732,59255,VALHI INC /DE/,10-K,2020-03-12,0001564590-20-010472,vhi
53733,59440,VECTOR GROUP LTD,10-K,2020-03-02,0000059440-20-000004,vgr
53734,59478,ELI LILLY & Co,10-K,2020-02-19,0000059478-20-000057,lly
53735,59527,LINCOLN ELECTRIC HOLDINGS INC,10-K,2020-02-27,0000059527-20-000007,leco
53736,59558,LINCOLN NATIONAL CORP,10-K,2020-02-20,0000059558-20-000012,lnc
53737,5981,AMERICAN VANGUARD CORP,10-K,2020-03-10,0001564590-20-009724,avd
53738,60086,LOEWS CORP,10-K,2020-02-12,0001193125-20-031657,l
53739,60519,LOUISIANA-PACIFIC CORP,10-K,2020-02-13,0001793498-20-000014,lpx
53740,60549,LOUISVILLE GAS & ELECTRIC CO /KY/,10-K,2020-02-14,0000922224-20-000005,
53741,60667,LOWES COMPANIES INC,10-K,2020-03-23,0000060667-20-000036,low
53742,60714,LSB INDUSTRIES INC,10-K,2020-02-25,0001564590-20-006380,lxu
53743,60977,LYDALL INC /DE/,10-K,2020-02-26,0001628280-20-002246,ldl
53744,61004,LGL GROUP INC,10-K,2020-03-30,0001564590-20-014263,lgl-wt
53745,61339,MADISON GAS & ELECTRIC CO,10-K,2020-02-27,0001161728-20-000016,
53746,61398,TELLURIAN INC. /DE/,10-K,2020-02-24,0000061398-20-000002,tell
53747,6176,AMPCO PITTSBURGH CORP,10-K,2020-03-16,0001564590-20-011218,ap-wt
53748,61986,MANITOWOC CO INC,10-K,2020-02-14,0001564590-20-004745,mtw
53749,6201,American Airlines Group Inc.,10-K,2020-02-19,0000006201-20-000023,aal
53751,62234,MARCUS CORP,10-K,2020-02-24,0001104659-20-024194,mcs
53753,62709,"MARSH & MCLENNAN COMPANIES, INC.",10-K,2020-02-20,0000062709-20-000010,mmc
53755,62996,MASCO CORP /DE/,10-K,2020-02-11,0000062996-20-000006,mas
53756,63276,MATTEL INC /DE/,10-K,2020-02-25,0001628280-20-002192,mat
